SNo,Cluster Code,School Name,Region name,School category,School Management,Location,School type,Number of students,Boys,Girls,Male teachers,Female teachers
2356,19170111111,BIJOY PRAMANICK INSTITUTION,WARD-108,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,7
2357,19170111106,DR. B.R. AMBEDKAR F.P. SCHOOL,WARD-108,Primary,Department of Education,Urban,Co-Educational,93,94,187,3,5
2358,19170111112,GARDEN HIGH SCHOOL,WARD-108,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,2,1
2359,19170111114,MADURDHA SATYABRITI VIDYALAYA,WARD-108,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,2,8
2360,19170111113,MANOVIKAS KENDRA,WARD-108,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,15
2361,19170111110,PASCHIM CHOWBAGA MUKTA VIDYALA,WARD-108,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,3,6
2362,19170111116,SARASWATI BIDYAPITH,WARD-108,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,2,2
2363,19170111209,AMBEDKAR SHISHU SHIKHA KENDRA,WARD-109,Primary,Local body,Urban,Co-Educational,22,23,45,0,2
2364,19170111213,ARUNADAY SHIKSHA NIKETAN,WARD-109,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,8
2365,19170111206,DASPARA KALIKAPUR (DAY),WARD-109,Primary,Local body,Urban,Co-Educational,103,101,204,5,0
2366,19170111207,DASPARA KALIKAPUR(MORN),WARD-109,Primary,Department of Education,Urban,Co-Educational,98,98,196,4,1
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
2367,19170111214,PANCHASAYAR SIKSHA NIKETAN,WARD-109,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,3,5
2368,19170111215,PANCHASAYAR SIKSHA NIKETAN (H.S.),WARD-109,Up. Primary with sec./H.sec,Pvt. Unaided,Urban,Co-Educational,0,0,0,3,9
2369,19170111212,SABUJSATHI SHISHU O. P. SIKSHYATAN,WARD-109,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,6
2370,19170111304,K.M.C.P.SCHBAISHNABGHATA (D),WARD-110,Primary,Local body,Urban,Co-Educational,117,120,237,3,3
2371,19170111305,K.M.C.P.SCHBAISHNABGHATA (M),WARD-110,Primary,Local body,Urban,Co-Educational,100,91,191,4,2
2372,19170111411,BLOOMING BUDS PRY SCHOOL,WARD-111,Primary,Pvt. Unaided,Urban,Co-Educational,35,33,68,2,4
2373,19170111412,CHILDREN'S ACADEMY,WARD-111,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,8
2374,19170111413,MIRANDA HIGH SCHOOL,WARD-111,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,7,15,22,2,6
2375,19170111409,NIVA ANANDA VIDYALAYA,WARD-111,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,278,174,452,5,10
2376,19170111415,PATH MANJIL PRIMARY SCHOOL,WARD-111,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,1,8
2377,19170111416,VIVEK BHARATI SISHU SIKSHA SADAN,WARD-111,Primary,Pvt. Unaided,Urban,Co-Educational,262,257,519,2,7
2378,19170111512,BLOOMING ROSE,WARD-112,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,1,2
2379,19170111507,K.M.C.P BUDERHAT NAYABADH,WARD-112,Primary,Local body,Urban,Co-Educational,39,48,87,3,3
2380,19170106023,K.M.C.P SCH(D) D.C.DEV RD,WARD-57,Primary,Department of Education,Urban,Co-Educational,45,11,56,3,0
2381,19170106019,K.M.C.P. SCH 7/1 KULIA TANGRA,WARD-57,Primary,Local body,Urban,Co-Educational,41,31,72,2,0
2382,19170106021,K.M.C.P. SCHOOL I.D.C.D.KOL-15,WARD-57,Primary,Local body,Urban,Co-Educational,30,87,117,0,3
2383,19170106130,K.M.C.P. SCHOOL (M)15G.K.R.K-4,WARD-58,Primary,Department of Education,Urban,Co-Educational,106,117,223,3,1
2384,19170106131,K.M.C.P. SCHOOL SULUBAD(SAHEBA BAD),WARD-58,Primary,Local body,Urban,Co-Educational,44,52,96,3,0
2385,19170106129,K.M.C.P. SCHOOL(D)15GOBINDAKOL,WARD-58,Primary,Local body,Urban,Co-Educational,42,53,95,3,2
2386,19170106133,"K.M.C.P. SCHOOL(D)19/1,SEALK-1",WARD-58,Primary,Local body,Urban,Co-Educational,40,40,80,0,1
2387,19170106134,K.M.C.P. SCHOOL(M)19/1S.L.K-15,WARD-58,Primary,Local body,Urban,Co-Educational,42,55,97,2,1
2388,19170106135,K.M.C.P. SCHOOLD.K.PARA (D),WARD-58,Primary,Local body,Urban,Co-Educational,43,59,102,3,2
2389,19170106132,"K.M.C.P. SCHOOLD4, P.RAMS.L.KO",WARD-58,Primary,Local body,Urban,Co-Educational,24,43,67,2,1
2390,19170106142,ST. PATRICK DAY SCHOOL,WARD-58,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,2,8
2391,19170106144,ST. SEBASTIAN'S SCHOOL,WARD-58,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,7
2392,19170106215,K.M.C.P. 5A RAI C.(D),WARD-59,Primary,Local body,Urban,Co-Educational,64,50,114,3,1
2393,19170106218,"K.M.C.P. S.(BD)11A, T.RD.(S)KOL-46",WARD-59,Primary,Local body,Urban,Co-Educational,71,85,156,3,1
2394,19170106217,K.M.C.P. S.(M)1/AT.RD.(S)KOL-4,WARD-59,Primary,Local body,Urban,Co-Educational,30,27,57,3,1
2395,19170106214,K.M.C.P. SCH(UNDU/M)P-65 SUNDA,WARD-59,Primary,Local body,Urban,Co-Educational,35,17,52,0,2
2396,19170106814,SHIBMANDIR PRATHAMIK VIDYALAYA,WARD-65,Primary,Department of Education,Urban,Co-Educational,103,109,212,3,5
2397,19170106902,BIDHUMUKHI ADARSHA VIDYALAYA,WARD-66,Primary,Department of Education,Urban,Co-Educational,76,82,158,2,5
2398,19170106907,DAKHIN KALIKATA UTKALSARALA VI,WARD-66,Primary,Department of Education,Urban,Co-Educational,74,77,151,4,3
2399,19170106934,DIAMOND SPORTING CLUB NCLP CENTRE,WARD-66,Primary,Others,Urban,Co-Educational,27,23,50,0,2
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
2400,19170106931,EASTERN METROPOLITAN ACADEMY,WARD-66,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,3,11
2401,19170106932,GREENFIELD PUBLIC SCHOOL,WARD-66,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,3,6
2402,19170106905,HEMLATA MEMORIAL U.P. SCHOOL,WARD-66,Primary,Department of Education,Urban,Co-Educational,18,19,37,2,2
2403,19170106933,JWALA SPORTING CLUB NCLP CENTRE,WARD-66,Primary,Others,Urban,Co-Educational,17,33,50,0,3
2404,19170106908,NEHERU VIDYATAN,WARD-66,Primary,Department of Education,Urban,Co-Educational,40,43,83,2,2
2405,19170106906,NETAJI VIDYA MANDIR G.S.F.P. SCHOOL,WARD-66,Primary,Department of Education,Urban,Co-Educational,131,107,238,6,4
2406,19170106928,PRINCE ENGLISH SCHOOL,WARD-66,Primary with Upper Primary,Un-Recognised,Urban,Co-Educational,0,0,0,5,5
2407,19170106904,SUNIL NAGAR PRY SCHOOL,WARD-66,Primary,Department of Education,Urban,Co-Educational,38,50,88,1,5
2408,19170106923,TILJALA BANITIRTHA HIGH SCH (G,WARD-66,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,408,408,0,19
2409,19170106919,TILJALA BRAJANATH VIDYAPITH,WARD-66,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,445,0,445,19,8
2410,19170106901,TILJALA BRAJANATH VIDYAPITH (PRY),WARD-66,Primary,Department of Education,Urban,Co-Educational,126,75,201,2,9
2411,19170106935,TOPSIA FRIENDS SOCIETY NCLP CENTRE,WARD-66,Primary,Others,Urban,Co-Educational,33,15,48,1,2
2412,19170106937,TOPSIA NEW STAR CLUB NCLP CENTRE,WARD-66,Primary,Others,Urban,Co-Educational,31,19,50,1,2
2413,19170106938,V.I.P. MASJID NCLP CENTRE,WARD-66,Primary,Others,Urban,Co-Educational,26,24,50,0,3
2414,19170106927,VIDYAPATI S.S.K.,WARD-66,Primary,Local body,Urban,Co-Educational,52,29,81,0,2
2415,19170107013,BEDIADANGA U.P. SCHOOL,WARD-67,Primary,Department of Education,Urban,Co-Educational,21,19,40,3,1
2416,19170107014,BHARATI HINDI VIDYALAYA,WARD-67,Primary,Department of Education,Urban,Co-Educational,30,21,51,2,1
2417,19170107022,BIJOY NAGAR HIGH SCHOOL,WARD-67,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,560,0,560,20,4
2418,19170107015,BIJOY NAGAR PRY SCHOOL,WARD-67,Primary,Department of Education,Urban,Co-Educational,200,67,267,3,7
2419,19170107034,ROSES LAND SCHOOL,WARD-67,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,4
2420,19170107017,SHREE SRIDHAR CHANDRA ROY VID,WARD-67,Primary,Department of Education,Urban,Co-Educational,54,52,106,3,1
2421,19170107021,TILJALA BALIKA VIDYALAYA,WARD-67,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,828,828,0,28
2422,19170107016,TILJALA BALIKA VIDYALAYA,WARD-67,Primary,Department of Education,Urban,Girls only,0,192,192,2,6
,,Cluster Code & Name:,1917010034,TOLLYGUNGE BANGUR H.SCH,,,,,,,,
2423,19170110721,MICHEAL S.S.K.,WARD-104,Primary,Local body,Urban,Co-Educational,29,27,56,0,2
2424,19170112210,D.A.V. PUBLIC SCHOOL,WARD-119,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,4,53
2425,19170113518,51- BISHALAXMITALA CENTRE,WARD-132,Primary,Others,Urban,Co-Educational,31,19,50,1,1
2426,19170109208,ADARSHA VIDYAPITH,WARD-89,Primary,Department of Education,Urban,Co-Educational,11,6,17,1,1
2427,19170109219,DEBAPRASAD CHATTOPADHYAY INST.,WARD-89,Primary,Pvt. Unaided,Urban,Co-Educational,11,3,14,1,4
2428,19170109207,DURGABALA DUTTA G.P.S.,WARD-89,Primary,Department of Education,Urban,Co-Educational,153,95,248,1,6
2429,19170109201,FREE PRY. SCHOOL,WARD-89,Primary,Department of Education,Urban,Co-Educational,14,19,33,2,0
2430,19170109210,J.N.BOYS U.P. SCHOOL,WARD-89,Primary,Department of Education,Urban,Co-Educational,7,7,14,2,0
2431,19170109213,MOLLAHAT JUNIORHIGH SCHOOL,WARD-89,Upper Primary only,Department of Education,Urban,Co-Educational,44,72,116,3,0
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
2432,19170109205,MOLLAHAT PRY. SCHOOL,WARD-89,Primary,Department of Education,Urban,Co-Educational,22,16,38,1,2
2433,19170109228,SARBAMANGALA FREE PRIMARY,WARD-89,Primary,Department of Education,Urban,Co-Educational,5,4,9,0,2
2434,19170109215,TOLLYGUNGE ADARSH HIN H.SC.(G),WARD-89,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,423,423,0,11
2435,19170109204,TOLLYGUNGE ADARSH HINDI GIRLS,WARD-89,Primary,Department of Education,Urban,Girls only,0,320,320,9,1
2436,19170109217,TOLLYGUNGE ADARSH HINDI H SCH.,WARD-89,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,383,0,383,12,0
2437,19170109212,TOLLYGUNGE ADARSH VIDYAPITH,WARD-89,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,78,0,78,9,1
2438,19170109206,TOLLYGUNGE GIRLS H.S (PRY),WARD-89,Primary,Department of Education,Urban,Girls only,0,332,332,2,11
2439,19170109216,TOLLYGUNGE GIRLS' HIGH SCHOOL,WARD-89,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,610,610,0,40
2440,19170109704,JATIYA SHISHU SHIKSHA SADAN,WARD-94,Primary,Department of Education,Urban,Co-Educational,34,32,66,2,3
2441,19170109723,JATIYA SISHU SIKSHA SADAN (M),WARD-94,Primary,Pvt. Unaided,Urban,Co-Educational,19,15,34,5,0
2442,19170109702,RAHIMBAKSH SISHU THIRTHA G.S.F,WARD-94,Primary,Department of Education,Urban,Co-Educational,10,1,11,0,3
2443,19170109707,RAJENDRA SIKSHA SADAN,WARD-94,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,98,0,98,11,0
2444,19170109708,RAJENDRA SIKSHA SADAN (G)H.SCH,WARD-94,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,147,147,0,10
2445,19170109701,RAJENDRA SIKSHA SADAN (PRY),WARD-94,Primary,Department of Education,Urban,Co-Educational,80,97,177,1,9
2446,19170109706,SANTIGARH G.S.F.P. SCHOOL,WARD-94,Primary,Department of Education,Urban,Co-Educational,3,7,10,2,0
2447,19170109705,TOLLYGUNG BANGUR H.S. SCH(PRY),WARD-94,Primary,Department of Education,Urban,Co-Educational,88,42,130,1,6
2448,19170109709,TOLLYGUNGE BANGUR H.SCH.(H.S.),WARD-94,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,148,0,148,18,2
,,Cluster Code & Name:,1917010025,TOPSIA HINDI GSFP SCHOOL,,,,,,,,
2449,19170106150,BANGA UTKAL PRATHAMIK S.S.K.,WARD-58,Primary,Local body,Urban,Co-Educational,20,24,44,0,2
2450,19170106137,HATGACHA ABAITANIK(P) VIDYALA.,WARD-58,Primary,Department of Education,Urban,Co-Educational,19,27,46,2,0
2451,19170106151,KARUNAMOYEE S.S.K.,WARD-58,Primary,Local body,Urban,Co-Educational,25,33,58,0,2
2452,19170106216,K.M.C.P. 5A RAI C.(M),WARD-59,Primary,Local body,Urban,Co-Educational,29,57,86,4,0
2453,19170106207,TOPSIA HINDI G.S.F.P. SCHOOL,WARD-59,Primary,Department of Education,Urban,Co-Educational,80,75,155,8,2
2454,19170106831,ALLAMA T. ALI S. KALKATVI S.S.K.,WARD-65,Primary,Local body,Urban,Co-Educational,36,34,70,0,2
2455,19170106821,JAGABANDHU GIRLS' HIGH SCHOOL,WARD-65,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,281,281,0,11
2456,19170106825,SHIB MANDIR PRATHAMIK VIDYALAY,WARD-65,Primary,Department of Education,Urban,Co-Educational,106,84,190,6,3
2457,19170106829,SIR IQBAL S.S.K.,WARD-65,Primary,Local body,Urban,Co-Educational,45,45,90,0,2
2458,19170106830,TIPU SULTAN S.S.K.,WARD-65,Primary,Local body,Urban,Co-Educational,38,44,82,0,1
2459,19170106911,MONU MEMORIAL INST,WARD-66,Primary,Department of Education,Urban,Co-Educational,119,121,240,5,4
2460,19170106924,MONU MEMORIAL INST.(URDU PRY.),WARD-66,Primary,Department of Education,Urban,Co-Educational,183,151,334,12,0
2461,19170106929,NEWTON DAY SCHOOL,WARD-66,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,10
,,Cluster Code & Name:,1917010019,VICTORIA INSTITUTION(PRY),,,,,,,,
2462,19170102114,"22A, BENIATOLA STR K.M.C.P. SC",WARD-19,Primary,Local body,Urban,Co-Educational,11,14,25,1,2
State Name :,WEST BENGAL,,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,2723,,Year,:
2463,19170102113,"KMCP 12,BENIATALA ST.",,WARD-19,Primary,Local body,Urban,Co-Educational,5,4,9,0
2464,19170102219,"KMCP 20/1B,BRINDARAN BASAK ST.",,WARD-20,Primary,Local body,Urban,Co-Educational,17,14,31,1
2465,19170102222,PRIYANKA K.G & NURSARY SCHOOL,,WARD-20,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2466,19170102723,23/1 TAGORE CASTLE ST. KOL-62,,WARD-24,Primary,Local body,Urban,Co-Educational,46,53,99,3
2467,19170103918,AZAD NATIONAL M. S. K,,WARD-36,Pr. with Up.Pr. & sec./H.Sec.,Others,Urban,Co-Educational,80,47,127,3
2468,19170103919,AZAD NATIONAL SHISHUSHIKSHAKENDRA,,WARD-36,Primary,Others,Urban,Co-Educational,77,57,134,1
2469,19170103916,HOLY CROSS PUBLIC SCHOOL,,WARD-36,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2470,19170103920,RASHIDIA MADRASAH SHIKSHA KENDRA,,WARD-36,Upper Primary only,Others,Urban,Co-Educational,49,95,144,2
2471,19170103917,ST. LUKE'S SCHOOL,,WARD-36,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2472,19170103911,TAKI HOUSE GOV.SP.GIRL'S H.SCH,,WARD-36,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,477,477,0
2473,19170103901,TAKI HOUSE GOVT.SP.GIRS HS PRY,,WARD-36,Primary,Department of Education,Urban,Girls only,0,267,267,0
2474,19170104002,ADARSHA VIDYA MANDIR,,WARD-37,Primary,Department of Education,Urban,Co-Educational,25,16,41,1
2475,19170104019,ADARSHA VIDYAMANDIR (BOYS),,WARD-37,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,165,0,165,17
2476,19170104030,BAITHAKKHANA RD HINDI VIDYALAY,,WARD-37,Upper Primary only,Department of Education,Urban,Co-Educational,25,32,57,0
2477,19170104015,MADHYA KALIKATA BALIKA VID(H),,WARD-37,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,50,50,0
2478,19170104012,MITRA BALIKA VIDYALAYA,,WARD-37,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,67,67,0
2479,19170104003,MITRA INST. MAIN PRY DEPT-37,,WARD-37,Primary,Department of Education,Urban,Co-Educational,328,56,384,10
2480,19170104004,NETAJI VIDYAPITH,,WARD-37,Primary,Department of Education,Urban,Co-Educational,91,41,132,4
2481,19170104001,PATWAR BAGAN GIRLS G.S.F.P.SCH,,WARD-37,Primary,Department of Education,Urban,Girls only,0,191,191,0
2482,19170104013,PATWAR BAGAN GIRLS' HIGH SCHOOL,,WARD-37,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,458,458,0
2483,19170104008,PRAFULLABALA G.S.F.P. SCHOOL,,WARD-37,Primary,Department of Education,Urban,Co-Educational,8,10,18,1
2484,19170104005,ST. PAUL'S,SCHOOL,WARD-37,Primary,Department of Education,Urban,Boys only,208,0,208,3
2485,19170104021,ST. PAUL'S MISSION SCHOOL,,WARD-37,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,7
2486,19170104010,VICTORIA INSTITUTION H,,WARD-37,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,292,292,0
2487,19170104009,VICTORIYA INSTITUTION,,WARD-37,Primary,Department of Education,Urban,Girls only,0,168,168,0
2488,19170104306,BHAGABATI BALIKA VID,,WARD-40,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,123,123,0
2489,19170104304,BHAGABATI BALIKA VIDYALAYA,,WARD-40,Primary,Department of Education,Urban,Girls only,0,74,74,1
2490,19170104309,CITY COLLEGE SCHOOL,,WARD-40,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,54,0,54,14
2491,19170104305,CITY COLLEGE SCHOOL (PRY),,WARD-40,Primary,Department of Education,Urban,Co-Educational,12,3,15,3
2492,19170104313,HINDU SCHOOL,,WARD-40,Pr. with Up.Pr. & sec./H.Sec.,Department of Education,Urban,Boys only,902,0,902,49
2493,19170104311,M.L. JUBILEE INST.,,WARD-40,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,285,0,285,13
2494,19170104312,SANSKRIT COLLEGIATE SCHOOL,,WARD-40,Pr. with Up.Pr. & sec./H.Sec.,Department of Education,Urban,Boys only,299,0,299,27
2495,19170104303,SHRI BINA SARASWATI VIDYA BHAWAN,,WARD-40,Primary,Department of Education,Urban,Co-Educational,15,17,32,1
State Name :,WEST BENGAL,,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:
2496,19170105208,GOVT. WOODBURN M.E. SCHOOL,,WARD-49,Primary with Upper Primary,Department of Education,Urban,Boys only,278,0,278,6
2497,19170105407,RANI RASHMONI HIGH SCH.,,WARD-51,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,434,0,434,25
2498,19170106728,KMCP ENGLISH 23/1 KARAYA RD K-17,,WARD-64,Primary,Local body,Urban,Co-Educational,11,6,17,2
2499,19170100917,BARNAPARICHAYA K.G. SCHOOL,,WARD-8,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2500,19170100918,BIPLABI SHAKAL,,WARD-8,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2501,19170100912,K.M.C.P3/2DURGACH.BANARJEE(D),,WARD-8,Primary,Local body,Urban,Co-Educational,9,8,17,1
2502,19170100916,KISHALAYA INST. FOR SLOW LEARN,,WARD-8,Pr. with Up.Pr. & sec./H.Sec.,Others,Urban,Co-Educational,15,15,30,1
2503,19170100919,ST. PAUL'S K.G & DAY SCHOOL,,WARD-8,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,0
2504,19170101103,"K.M.C.P5,BANOMALI(D)",,WARD-9,Primary,Local body,Urban,Co-Educational,14,13,27,1
,,,Cluster Code & Name:,1917010037,VIDYASAGAR VIDYAMANDIR,,,,,,,
2505,19170101204,SUSHIKSHAN PRY SCHOOL,,WARD-10,Primary,Department of Education,Urban,Co-Educational,39,25,64,0
2506,19170101210,VIVEKANANDA KANYA SILPA PITH,,WARD-10,Primary,Department of Education,Urban,Co-Educational,20,19,39,1
2507,19170111610,DINESH NAGAR F.P. SCHOOL,,WARD-113,Primary,Department of Education,Urban,Co-Educational,140,138,278,6
2508,19170111608,PARAMAHANSADEV G.S.F.P. SCH,,WARD-113,Primary,Department of Education,Urban,Co-Educational,4,7,11,0
2509,19170104117,K.M.C.P.59 RAYA RAMMOHAU SARAN,,WARD-38,Primary,Local body,Urban,Co-Educational,11,16,27,1
2510,19170110224,AMIYA SMRITI S NIK KG N & PRY SCH,,WARD-99,Primary,Pvt. Unaided,Urban,Co-Educational,144,95,239,0
2511,19170110221,BAGHAJATIN BALIKA VIDYALAYA,,WARD-99,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,478,478,0
2512,19170110214,BAGHAJATIN BALIKA VIDYALAYA(PR,,WARD-99,Primary,Department of Education,Urban,Co-Educational,75,121,196,0
2513,19170110211,BAGHAJATIN PRATHAMIK VIDYALAYA,,WARD-99,Primary,Department of Education,Urban,Co-Educational,109,92,201,3
2514,19170110223,DR. SHARVA PALLY RADHA KRIS MEM SCH,,WARD-99,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,179,116,295,1
2515,19170110205,ISWAR PATHSALA G.S.F.P.,,WARD-99,Primary,Department of Education,Urban,Co-Educational,8,17,25,0
2516,19170110217,JADAVPUR BAGHAJATIN HIGH SCHOO,,WARD-99,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,662,0,662,32
2517,19170110213,JAMINI PAL G.S.F.P.,,WARD-99,Primary,Department of Education,Urban,Co-Educational,53,37,90,0
2518,19170110222,RABINDRANATH S.S.K.,,WARD-99,Primary,Local body,Urban,Co-Educational,15,12,27,0
2519,19170110208,SHISHU BHARATI VIDYALAYA,,WARD-99,Primary,Department of Education,Urban,Co-Educational,17,15,32,2
2520,19170110209,SHISHU NIKETAN PRIMARY SCHOOL,,WARD-99,Primary,Department of Education,Urban,Co-Educational,79,74,153,2
2521,19170110212,VIDYASAGAR VIDYAMANDIR,,WARD-99,Primary,Department of Education,Urban,Co-Educational,24,28,52,2
,,,Cluster Code & Name:,1917010008,VIVEKANANDA KANYA SHILPAP,,,,,,,
2522,19170101213,DUFF HIGH SCHOOL FOR GIRLS,,WARD-10,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,395,395,0
2523,19170101218,GIRIBALA SIRCAR BALIKA VIDYALA,,WARD-10,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,354,354,0
2524,19170101223,SAILENDRA SIRCHAR VID. (H),,WARD-10,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,632,0,632,37
2525,19170101217,SARASWATI BALIKA VID.SIL.SIKS.,,WARD-10,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,510,510,0
2526,19170101205,SHYAM BAZAR,VIDYA MANDIR,WARD-10,Primary,Department of Education,Urban,Co-Educational,32,20,52,2
"15, February 2013 02:38 PM",,,,,©NUEPA New Delhi,,,,,,Page 79 of 86,
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
